filepath,attack,epsilon,class_idx,class_name,image_idx
stimuli/cw/epsauto/bird/bird_08412.png,cw,auto,2,bird,8412
stimuli/cw/epsauto/bird/bird_08650.png,cw,auto,2,bird,8650
stimuli/cw/epsauto/bird/bird_08982.png,cw,auto,2,bird,8982
stimuli/cw/epsauto/bird/bird_09034.png,cw,auto,2,bird,9034
stimuli/cw/epsauto/bird/bird_09344.png,cw,auto,2,bird,9344
stimuli/cw/epsauto/bird/bird_09358.png,cw,auto,2,bird,9358
stimuli/cw/epsauto/bird/bird_09467.png,cw,auto,2,bird,9467
stimuli/cw/epsauto/bird/bird_09624.png,cw,auto,2,bird,9624
stimuli/cw/epsauto/bird/bird_09681.png,cw,auto,2,bird,9681
stimuli/cw/epsauto/cat/cat_00106.png,cw,auto,3,cat,106
stimuli/cw/epsauto/cat/cat_00470.png,cw,auto,3,cat,470
stimuli/cw/epsauto/cat/cat_00673.png,cw,auto,3,cat,673
stimuli/cw/epsauto/cat/cat_00911.png,cw,auto,3,cat,911
stimuli/cw/epsauto/cat/cat_01070.png,cw,auto,3,cat,1070
stimuli/cw/epsauto/cat/cat_01123.png,cw,auto,3,cat,1123
stimuli/cw/epsauto/cat/cat_01377.png,cw,auto,3,cat,1377
stimuli/cw/epsauto/cat/cat_01386.png,cw,auto,3,cat,1386
stimuli/cw/epsauto/cat/cat_01552.png,cw,auto,3,cat,1552
stimuli/cw/epsauto/cat/cat_01606.png,cw,auto,3,cat,1606
stimuli/cw/epsauto/cat/cat_02261.png,cw,auto,3,cat,2261
stimuli/cw/epsauto/cat/cat_02617.png,cw,auto,3,cat,2617
stimuli/cw/epsauto/cat/cat_02660.png,cw,auto,3,cat,2660
stimuli/cw/epsauto/cat/cat_02787.png,cw,auto,3,cat,2787
stimuli/cw/epsauto/cat/cat_02798.png,cw,auto,3,cat,2798
stimuli/cw/epsauto/cat/cat_02815.png,cw,auto,3,cat,2815
stimuli/cw/epsauto/cat/cat_03572.png,cw,auto,3,cat,3572
stimuli/cw/epsauto/cat/cat_03752.png,cw,auto,3,cat,3752
stimuli/cw/epsauto/cat/cat_04032.png,cw,auto,3,cat,4032
stimuli/cw/epsauto/cat/cat_04077.png,cw,auto,3,cat,4077
stimuli/cw/epsauto/cat/cat_04195.png,cw,auto,3,cat,4195
stimuli/cw/epsauto/cat/cat_04467.png,cw,auto,3,cat,4467
stimuli/cw/epsauto/cat/cat_04520.png,cw,auto,3,cat,4520
stimuli/cw/epsauto/cat/cat_04862.png,cw,auto,3,cat,4862
stimuli/cw/epsauto/cat/cat_05100.png,cw,auto,3,cat,5100
stimuli/cw/epsauto/cat/cat_05232.png,cw,auto,3,cat,5232
stimuli/cw/epsauto/cat/cat_05458.png,cw,auto,3,cat,5458
stimuli/cw/epsauto/cat/cat_05518.png,cw,auto,3,cat,5518
stimuli/cw/epsauto/cat/cat_05529.png,cw,auto,3,cat,5529
stimuli/cw/epsauto/cat/cat_05632.png,cw,auto,3,cat,5632
stimuli/cw/epsauto/cat/cat_05701.png,cw,auto,3,cat,5701
stimuli/cw/epsauto/cat/cat_05943.png,cw,auto,3,cat,5943
stimuli/cw/epsauto/cat/cat_05986.png,cw,auto,3,cat,5986
stimuli/cw/epsauto/cat/cat_06079.png,cw,auto,3,cat,6079
stimuli/cw/epsauto/cat/cat_06383.png,cw,auto,3,cat,6383
stimuli/cw/epsauto/cat/cat_06575.png,cw,auto,3,cat,6575
stimuli/cw/epsauto/cat/cat_06990.png,cw,auto,3,cat,6990
stimuli/cw/epsauto/cat/cat_07002.png,cw,auto,3,cat,7002
stimuli/cw/epsauto/cat/cat_07377.png,cw,auto,3,cat,7377
stimuli/cw/epsauto/cat/cat_07618.png,cw,auto,3,cat,7618
stimuli/cw/epsauto/cat/cat_07644.png,cw,auto,3,cat,7644
stimuli/cw/epsauto/cat/cat_07717.png,cw,auto,3,cat,7717
stimuli/cw/epsauto/cat/cat_07750.png,cw,auto,3,cat,7750
stimuli/cw/epsauto/cat/cat_07879.png,cw,auto,3,cat,7879
stimuli/cw/epsauto/cat/cat_08112.png,cw,auto,3,cat,8112
stimuli/cw/epsauto/cat/cat_08632.png,cw,auto,3,cat,8632
stimuli/cw/epsauto/cat/cat_08885.png,cw,auto,3,cat,8885
stimuli/cw/epsauto/cat/cat_09093.png,cw,auto,3,cat,9093
stimuli/cw/epsauto/cat/cat_09562.png,cw,auto,3,cat,9562
stimuli/cw/epsauto/cat/cat_09967.png,cw,auto,3,cat,9967
stimuli/cw/epsauto/deer/deer_00022.png,cw,auto,4,deer,22
stimuli/cw/epsauto/deer/deer_00036.png,cw,auto,4,deer,36
stimuli/cw/epsauto/deer/deer_00254.png,cw,auto,4,deer,254
stimuli/cw/epsauto/deer/deer_00702.png,cw,auto,4,deer,702
stimuli/cw/epsauto/deer/deer_00881.png,cw,auto,4,deer,881
stimuli/cw/epsauto/deer/deer_01255.png,cw,auto,4,deer,1255
stimuli/cw/epsauto/deer/deer_01303.png,cw,auto,4,deer,1303
stimuli/cw/epsauto/deer/deer_01592.png,cw,auto,4,deer,1592
stimuli/cw/epsauto/deer/deer_01624.png,cw,auto,4,deer,1624
stimuli/cw/epsauto/deer/deer_01658.png,cw,auto,4,deer,1658
stimuli/cw/epsauto/deer/deer_01821.png,cw,auto,4,deer,1821
stimuli/cw/epsauto/deer/deer_02069.png,cw,auto,4,deer,2069
stimuli/cw/epsauto/deer/deer_02547.png,cw,auto,4,deer,2547
stimuli/cw/epsauto/deer/deer_02550.png,cw,auto,4,deer,2550
stimuli/cw/epsauto/deer/deer_02719.png,cw,auto,4,deer,2719
stimuli/cw/epsauto/deer/deer_03016.png,cw,auto,4,deer,3016
stimuli/cw/epsauto/deer/deer_03056.png,cw,auto,4,deer,3056
stimuli/cw/epsauto/deer/deer_03188.png,cw,auto,4,deer,3188
stimuli/cw/epsauto/deer/deer_03356.png,cw,auto,4,deer,3356
stimuli/cw/epsauto/deer/deer_03677.png,cw,auto,4,deer,3677
stimuli/cw/epsauto/deer/deer_03766.png,cw,auto,4,deer,3766
stimuli/cw/epsauto/deer/deer_04399.png,cw,auto,4,deer,4399
stimuli/cw/epsauto/deer/deer_04567.png,cw,auto,4,deer,4567
stimuli/cw/epsauto/deer/deer_04889.png,cw,auto,4,deer,4889
stimuli/cw/epsauto/deer/deer_05030.png,cw,auto,4,deer,5030
stimuli/cw/epsauto/deer/deer_05150.png,cw,auto,4,deer,5150
stimuli/cw/epsauto/deer/deer_05316.png,cw,auto,4,deer,5316
stimuli/cw/epsauto/deer/deer_05402.png,cw,auto,4,deer,5402
stimuli/cw/epsauto/deer/deer_05661.png,cw,auto,4,deer,5661
stimuli/cw/epsauto/deer/deer_05932.png,cw,auto,4,deer,5932
stimuli/cw/epsauto/deer/deer_05996.png,cw,auto,4,deer,5996
stimuli/cw/epsauto/deer/deer_06171.png,cw,auto,4,deer,6171
stimuli/cw/epsauto/deer/deer_06322.png,cw,auto,4,deer,6322
stimuli/cw/epsauto/deer/deer_07134.png,cw,auto,4,deer,7134
stimuli/cw/epsauto/deer/deer_07143.png,cw,auto,4,deer,7143
stimuli/cw/epsauto/deer/deer_07490.png,cw,auto,4,deer,7490
stimuli/cw/epsauto/deer/deer_07740.png,cw,auto,4,deer,7740
stimuli/cw/epsauto/deer/deer_08122.png,cw,auto,4,deer,8122
stimuli/cw/epsauto/deer/deer_08398.png,cw,auto,4,deer,8398
stimuli/cw/epsauto/deer/deer_08500.png,cw,auto,4,deer,8500
stimuli/cw/epsauto/deer/deer_08854.png,cw,auto,4,deer,8854
stimuli/cw/epsauto/deer/deer_08887.png,cw,auto,4,deer,8887
stimuli/cw/epsauto/deer/deer_08906.png,cw,auto,4,deer,8906
stimuli/cw/epsauto/deer/deer_09321.png,cw,auto,4,deer,9321
stimuli/cw/epsauto/deer/deer_09393.png,cw,auto,4,deer,9393
stimuli/cw/epsauto/deer/deer_09442.png,cw,auto,4,deer,9442
stimuli/cw/epsauto/deer/deer_09511.png,cw,auto,4,deer,9511
stimuli/cw/epsauto/deer/deer_09690.png,cw,auto,4,deer,9690
stimuli/cw/epsauto/deer/deer_09765.png,cw,auto,4,deer,9765
stimuli/cw/epsauto/deer/deer_09937.png,cw,auto,4,deer,9937
stimuli/cw/epsauto/dog/dog_00085.png,cw,auto,5,dog,85
stimuli/cw/epsauto/dog/dog_00230.png,cw,auto,5,dog,230
stimuli/cw/epsauto/dog/dog_00639.png,cw,auto,5,dog,639
stimuli/cw/epsauto/dog/dog_00699.png,cw,auto,5,dog,699
stimuli/cw/epsauto/dog/dog_00749.png,cw,auto,5,dog,749
stimuli/cw/epsauto/dog/dog_01019.png,cw,auto,5,dog,1019
stimuli/cw/epsauto/dog/dog_01438.png,cw,auto,5,dog,1438
stimuli/cw/epsauto/dog/dog_01536.png,cw,auto,5,dog,1536
stimuli/cw/epsauto/dog/dog_01548.png,cw,auto,5,dog,1548
stimuli/cw/epsauto/dog/dog_01855.png,cw,auto,5,dog,1855
stimuli/cw/epsauto/dog/dog_02151.png,cw,auto,5,dog,2151
stimuli/cw/epsauto/dog/dog_02247.png,cw,auto,5,dog,2247
stimuli/cw/epsauto/dog/dog_02317.png,cw,auto,5,dog,2317
stimuli/cw/epsauto/dog/dog_02372.png,cw,auto,5,dog,2372
stimuli/cw/epsauto/dog/dog_02414.png,cw,auto,5,dog,2414
stimuli/cw/epsauto/dog/dog_02654.png,cw,auto,5,dog,2654
stimuli/cw/epsauto/dog/dog_02818.png,cw,auto,5,dog,2818
stimuli/cw/epsauto/dog/dog_03275.png,cw,auto,5,dog,3275
stimuli/cw/epsauto/dog/dog_03532.png,cw,auto,5,dog,3532
stimuli/cw/epsauto/dog/dog_03931.png,cw,auto,5,dog,3931
stimuli/cw/epsauto/dog/dog_04224.png,cw,auto,5,dog,4224
stimuli/cw/epsauto/dog/dog_04471.png,cw,auto,5,dog,4471
stimuli/cw/epsauto/dog/dog_04631.png,cw,auto,5,dog,4631
stimuli/cw/epsauto/dog/dog_04805.png,cw,auto,5,dog,4805
stimuli/cw/epsauto/dog/dog_04988.png,cw,auto,5,dog,4988
stimuli/cw/epsauto/dog/dog_05081.png,cw,auto,5,dog,5081
stimuli/cw/epsauto/dog/dog_05450.png,cw,auto,5,dog,5450
stimuli/cw/epsauto/dog/dog_05549.png,cw,auto,5,dog,5549
stimuli/cw/epsauto/dog/dog_05576.png,cw,auto,5,dog,5576
stimuli/cw/epsauto/dog/dog_05615.png,cw,auto,5,dog,5615
stimuli/cw/epsauto/dog/dog_05682.png,cw,auto,5,dog,5682
stimuli/cw/epsauto/dog/dog_05725.png,cw,auto,5,dog,5725
stimuli/cw/epsauto/dog/dog_06031.png,cw,auto,5,dog,6031
stimuli/cw/epsauto/dog/dog_06183.png,cw,auto,5,dog,6183
stimuli/cw/epsauto/dog/dog_06614.png,cw,auto,5,dog,6614
stimuli/cw/epsauto/dog/dog_06711.png,cw,auto,5,dog,6711
stimuli/cw/epsauto/dog/dog_06837.png,cw,auto,5,dog,6837
stimuli/cw/epsauto/dog/dog_06993.png,cw,auto,5,dog,6993
stimuli/cw/epsauto/dog/dog_07244.png,cw,auto,5,dog,7244
stimuli/cw/epsauto/dog/dog_07364.png,cw,auto,5,dog,7364
stimuli/cw/epsauto/dog/dog_07369.png,cw,auto,5,dog,7369
stimuli/cw/epsauto/dog/dog_07608.png,cw,auto,5,dog,7608
stimuli/cw/epsauto/dog/dog_07662.png,cw,auto,5,dog,7662
stimuli/cw/epsauto/dog/dog_07713.png,cw,auto,5,dog,7713
stimuli/cw/epsauto/dog/dog_08263.png,cw,auto,5,dog,8263
stimuli/cw/epsauto/dog/dog_08962.png,cw,auto,5,dog,8962
stimuli/cw/epsauto/dog/dog_09261.png,cw,auto,5,dog,9261
stimuli/cw/epsauto/dog/dog_09540.png,cw,auto,5,dog,9540
stimuli/cw/epsauto/dog/dog_09661.png,cw,auto,5,dog,9661
stimuli/cw/epsauto/dog/dog_09878.png,cw,auto,5,dog,9878
stimuli/cw/epsauto/frog/frog_00296.png,cw,auto,6,frog,296
stimuli/cw/epsauto/frog/frog_00511.png,cw,auto,6,frog,511
stimuli/cw/epsauto/frog/frog_00536.png,cw,auto,6,frog,536
stimuli/cw/epsauto/frog/frog_00547.png,cw,auto,6,frog,547
stimuli/cw/epsauto/frog/frog_00593.png,cw,auto,6,frog,593
stimuli/cw/epsauto/frog/frog_00616.png,cw,auto,6,frog,616
stimuli/cw/epsauto/frog/frog_00827.png,cw,auto,6,frog,827
stimuli/cw/epsauto/frog/frog_00893.png,cw,auto,6,frog,893
stimuli/cw/epsauto/frog/frog_00901.png,cw,auto,6,frog,901
stimuli/cw/epsauto/frog/frog_01147.png,cw,auto,6,frog,1147
stimuli/cw/epsauto/frog/frog_01781.png,cw,auto,6,frog,1781
stimuli/cw/epsauto/frog/frog_02035.png,cw,auto,6,frog,2035
stimuli/cw/epsauto/frog/frog_02251.png,cw,auto,6,frog,2251
stimuli/cw/epsauto/frog/frog_02333.png,cw,auto,6,frog,2333
stimuli/cw/epsauto/frog/frog_02389.png,cw,auto,6,frog,2389
stimuli/cw/epsauto/frog/frog_02702.png,cw,auto,6,frog,2702
stimuli/cw/epsauto/frog/frog_03406.png,cw,auto,6,frog,3406
stimuli/cw/epsauto/frog/frog_03486.png,cw,auto,6,frog,3486
stimuli/cw/epsauto/frog/frog_03615.png,cw,auto,6,frog,3615
stimuli/cw/epsauto/frog/frog_04177.png,cw,auto,6,frog,4177
stimuli/cw/epsauto/frog/frog_04243.png,cw,auto,6,frog,4243
stimuli/cw/epsauto/frog/frog_04279.png,cw,auto,6,frog,4279
stimuli/cw/epsauto/frog/frog_04405.png,cw,auto,6,frog,4405
stimuli/cw/epsauto/frog/frog_04519.png,cw,auto,6,frog,4519
stimuli/cw/epsauto/frog/frog_04877.png,cw,auto,6,frog,4877
stimuli/cw/epsauto/frog/frog_04908.png,cw,auto,6,frog,4908
stimuli/cw/epsauto/frog/frog_05072.png,cw,auto,6,frog,5072
stimuli/cw/epsauto/frog/frog_05370.png,cw,auto,6,frog,5370
stimuli/cw/epsauto/frog/frog_05536.png,cw,auto,6,frog,5536
stimuli/cw/epsauto/frog/frog_05831.png,cw,auto,6,frog,5831
stimuli/cw/epsauto/frog/frog_05876.png,cw,auto,6,frog,5876
stimuli/cw/epsauto/frog/frog_06518.png,cw,auto,6,frog,6518
stimuli/cw/epsauto/frog/frog_06656.png,cw,auto,6,frog,6656
stimuli/cw/epsauto/frog/frog_06727.png,cw,auto,6,frog,6727
stimuli/cw/epsauto/frog/frog_06801.png,cw,auto,6,frog,6801
stimuli/cw/epsauto/frog/frog_06894.png,cw,auto,6,frog,6894
stimuli/cw/epsauto/frog/frog_06911.png,cw,auto,6,frog,6911
stimuli/cw/epsauto/frog/frog_07317.png,cw,auto,6,frog,7317
stimuli/cw/epsauto/frog/frog_07498.png,cw,auto,6,frog,7498
stimuli/cw/epsauto/frog/frog_07548.png,cw,auto,6,frog,7548
stimuli/cw/epsauto/frog/frog_07551.png,cw,auto,6,frog,7551
stimuli/cw/epsauto/frog/frog_08164.png,cw,auto,6,frog,8164
stimuli/cw/epsauto/frog/frog_08313.png,cw,auto,6,frog,8313
stimuli/cw/epsauto/frog/frog_08365.png,cw,auto,6,frog,8365
stimuli/cw/epsauto/frog/frog_08792.png,cw,auto,6,frog,8792
stimuli/cw/epsauto/frog/frog_08802.png,cw,auto,6,frog,8802
stimuli/cw/epsauto/frog/frog_08807.png,cw,auto,6,frog,8807
stimuli/cw/epsauto/frog/frog_08958.png,cw,auto,6,frog,8958
stimuli/cw/epsauto/frog/frog_09241.png,cw,auto,6,frog,9241
stimuli/cw/epsauto/frog/frog_09531.png,cw,auto,6,frog,9531
stimuli/cw/epsauto/horse/horse_00020.png,cw,auto,7,horse,20
stimuli/cw/epsauto/horse/horse_00177.png,cw,auto,7,horse,177
stimuli/cw/epsauto/horse/horse_00543.png,cw,auto,7,horse,543
stimuli/cw/epsauto/horse/horse_00634.png,cw,auto,7,horse,634
stimuli/cw/epsauto/horse/horse_00798.png,cw,auto,7,horse,798
stimuli/cw/epsauto/horse/horse_00905.png,cw,auto,7,horse,905
stimuli/cw/epsauto/horse/horse_00974.png,cw,auto,7,horse,974
stimuli/cw/epsauto/horse/horse_01149.png,cw,auto,7,horse,1149
stimuli/cw/epsauto/horse/horse_01473.png,cw,auto,7,horse,1473
stimuli/cw/epsauto/horse/horse_01717.png,cw,auto,7,horse,1717
